Review_Date,Hotel_Name,Positive_Review,Negative_Review,Reviewer_Nationality,Reviewer_Score,Total_Reviews_By_Reviewer,Tags,days_since_review
09/11/2016,Amba Hotel Marble Arch,The bed the big rooms,There is mabe very few Points to dislike The looby need to be more luxurious marble instead of carpet,Qatar,9.2,3,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 10 nights ', ' Submitted from a mobile device ']",326 day
12/06/2016,Taj 51 Buckingham Gate Suites and Residences,The Taj exceeded my expectations from the wonderful d cor to the equally wonderful staff This is so worth the money we will be back,No Negative,United Kingdom,10,2,"[' Leisure trip ', ' Couple ', ' Kings Junior Suite ', ' Stayed 2 nights ']",240 day
09/27/2016,Ohla Eixample,The hotel which is stylish and modern is in a great location for sightseeing Staff were very helpful and service was very good Clean comfortable rooms Breakfast was really good Buffet style with a good choice and catered for all Swimming pool whilst small was the perfect temperature and the bar was perfect A great place to spend a few days,Very little improvement required The only thing we thought was one morning breakfast service was not quite as perfect as the other mornings,United Kingdom,10,11,"[' Leisure trip ', ' Couple ', ' Junior Suite ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",310 day
01/27/2017,TWO Hotel Barcelona by Axel 4 Sup Adults Only,The room was just amazing I haven t seen anything like that for a long time The staff were very helpful in every aspect And the location is 2meters from Rocafort subway station from where you can get anywhere you want in the city,No Negative,Israel,10,2,"[' Leisure trip ', ' Couple ', ' Double or Twin Ground Floor ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",188 day
05/29/2017,Hotel Best Western PLUS Alfa Aeropuerto,The staff are very helpful and courteous The airport shuttle bus was clean punctual and very convenient No need to fuss about taxis etc Wi fi was fast and reliable Food served at the hotel cafe on the ground floor was reasonably priced and tasty There is a small convenience store just behind the main counter which makes it convenient to get your basic necessities and bites Overall I would say that my stay at the hotel was very pleasant and fuss free,The only issue that I might have is that the hotel is situated quite a distance away from the main city centre of Barcelona However the public transport to and from the hotel is easily accessible The bus stop is literally just 30 metres or so from the hotel and a short walk of about 650m takes you to the metro subway station which connects to the main subway network The hotel staff at the main desk are ever willing to assist guests should you have any questions on the timings of the buses,Malaysia,9.6,6,"[' Business trip ', ' Solo traveler ', ' Twin Room with Free Airport Shuttle Service from 5 00am to 00 30am ', ' Stayed 6 nights ']",66 days
11/10/2015,Hotel Best Western PLUS Alfa Aeropuerto,Location and free shuttle to the airport,No Negative,Canada,7.5,16,"[' Business trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']",632 day
03/17/2017,Hotel Barcelona Catedral,Everything was first class,Heated pool,United Kingdom,10,1,"[' Leisure trip ', ' Couple ', ' Double or Twin Room 1 2 Adults ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",139 day
10/28/2015,Arenas Atiram Hotels,Really closed to the place we wanted to go Good access,No Negative,Portugal,6.7,8,"[' Leisure trip ', ' Couple ', ' Twin Room 1 2 people ', ' Stayed 1 night ']",645 day
12/30/2016,Holiday Inn London Regent s Park,Breakfast good staff friendly and hpgil,Bathroom very cramped,United Kingdom,8.3,11,"[' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",216 day
05/21/2016,Senator Barcelona Spa Hotel,Really nice stay everyone pleasant and helpful wish we had had more time to make extra use of the spa facilities great to get to from the airport on the new Metro line and easy to travel to all other location in Barcelona on the Metro network And of course it couldn t be any better situated for a visit to Barcelona football club,Everything was great for our stay at the Senator,United Kingdom,10,4,"[' Leisure trip ', ' Couple ', ' King Room ', ' Stayed 3 nights ']",439 day
02/16/2017,Thistle Euston,No Positive,Small rooms building work going on outside and to the property but was still given a room right next to it all awful management of rooms and to be told their were more rooms available when checking out is unreal Will be emailing hotel and visa for a refund awful rooms this is why I don t stay as poor brand hotels only reason Was due to location of my appointments they take advantage of the location and charge you much much better hotel prices for a shoe box outdated rooms would never Reccomended or stay again Especially when your basic need of sleeps disturbed especially when you ve been at work since 5 30am,United Kingdom,3.8,2,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",168 day
01/26/2017,Thistle Euston,Bed comfortable and room quiet,No Negative,United Kingdom,8.3,3,"[' Solo traveler ', ' Deluxe King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",189 day
09/17/2015,Thistle Euston,Very friendly staff Excellent location 2 Tube Stations are very close,The carpet after my bed was not so clean,Ukraine,8.3,1,"[' Couple ', ' Standard Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",686 day
08/08/2016,Gran Hotel La Florida,Hotel Is very nice,No toorhpaste toothbrushes or shaver in the room Only 2 robes we were 3 Air conditioning did not work and nobody could fix it It is funny because Is a 5 stars GL,Spain,6.3,2,"[' Leisure trip ', ' Family with young children ', ' Family Room 2 Adults 2 Children ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",360 day
11/09/2016,Ayre Hotel Caspe,Clean and comfortable Well stocked Helpful staff,No Negative,Ireland,8.3,5,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",267 day
03/15/2017,Doubletree By Hilton London Greenwich,The hotel was really lovely and the reception staff very nice,Only one of our rooms were registered and we had to wait quite a while whilst it was sorted out we felt anxious and stressed after a long journey At breakfast we were told we were not booked in for breakfast and the waiter had to leave us to go and check which was highly embarrassing He made a joke of it but we were still embarrassed as we didn t know what was going on Thank goodness we had the emails on my phone and had taken the paperwork,United Kingdom,10,2,"[' Leisure trip ', ' Group ', ' Queen Guest Room ', ' Stayed 2 nights ']",141 day
08/09/2016,Doubletree By Hilton London Greenwich,Liked everything else,They charge way too much for a small dog to stay 50,United Kingdom,10,4,"[' Leisure trip ', ' Couple ', ' Twin Guest Room ', ' Stayed 1 night ']",359 day
02/06/2016,The Chelsea Harbour Hotel,Excellent rooms with view of marina river and heliport beyond Good gym and leisure club,Bit of a hoof or taxi ride to anywhere else More than usually overpriced minibar Waiting staff at once assiduous and neglectful,United Kingdom,8.3,42,"[' Leisure trip ', ' Couple ', ' River Double Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",544 day
05/21/2017,U232 Hotel,The staff was extremely polite can t remember the name of the guy and his colleague who received us but I would like to make a point of their politeness and excellent professionalism Their shift was Friday 19th of may 2017 at 17 30 they were at the reception,The only negative point if I have to mention something is the noisy avenue in front of the hotel I did not mind but somebody might,Switzerland,9.2,6,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",74 days
08/10/2016,Pestana Arena Barcelona,No Positive,No tea coffee in room,United Kingdom,7.1,2,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",358 day
05/18/2017,Holiday Inn London Bloomsbury,location To be honest I wanted a place near my workshop and this was a short walking distance I didn t use the hotel facilities and just slept in the room so I can t say a lot,i was not too impressed with cleanliness the bathroom sink was a little clogged and didn t look too clean I was also offered the choice between an inward looking and an outside looking room I was under the impression that there was an inner courtyard or garden so I opted for the inward room To my disappointment there was no view no greenery,Lebanon,7.1,1,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ']",77 days
05/08/2017,Holiday Inn London Bloomsbury,Excellent location clean and comfortable and excellent breakfast,No Negative,United Kingdom,9.6,1,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",87 days
02/02/2016,Holiday Inn London Bloomsbury,Convenient location lovely clean hotel and friendly staff,No Negative,United Kingdom,10,16,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 1 night ']",548 day
01/30/2016,Worldhotel Cristoforo Colombo,A perfectly comfy hotel in a good location I liked it Good bed and bathroom,My room was dark I would like to stay in during the day for that reason but good to sleep in There were works taking place in the hotel which detracted from the experience somewhat,New Zealand,8.8,24,"[' Leisure trip ', ' Solo traveler ', ' Basic Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",551 day
03/13/2016,IH Hotels Milano Puccini,All friendly staff perfect location good price,No Negative,Turkey,7.5,34,"[' Business trip ', ' Solo traveler ', ' Double Room with French Bed ', ' Stayed 4 nights ']",508 day
08/11/2016,Palazzo Parigi Hotel Grand Spa Milano,very very friendly staff amazing location delicious food the court yard was just the perfect place to relax and sip coffee,No Negative,Kuwait,9.6,13,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",357 day
07/17/2016,Hotel Romana Residence,No Positive,The classic furnishing,Malta,7.1,14,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",382 day
10/26/2016,Carlyle Brera Hotel,Great hotel would book again,Have to walk fifteen minutes or jump metro to the cathedral square,United Kingdom,10,1,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",281 day
03/07/2017,Qualys Hotel Nasco,The hotel staff were brilliant very helpful and recommended a couple of brilliant restaurants nearby Drinks in the bar were quite expensive but the bartender was very polite,Our room was at the front of the property which overlooked a busy road The street noise from cars trams was unbearable all evening going on until around 1 30 2am and starting again around 5 30am we struggled to sleep which really affected our trip The bathroom was very worn and in need of updated so it didnt feel very clean The bed was very uncomfortable and general bedroom area was also very worn I would not say that this hotel is 4 it is in desperate need of updating There are a couple of restaurants in the area but I wouldn t recommend the location to travellers I raised this with the hotel on our return home who offered us a free night not very useful for us as we won t be returning to Milan having visited already,United Kingdom,5,3,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ']",149 day
07/17/2017,NH Collection Barcelona Constanza,The hotel is nice and clean the stuff is professional The location is central there is a mall just near it streets with restaurants,They didn t mention anything that the parking is not included in the price and when we left they told us about that The girl at the reception realized it was not ok to ask money for that since there was no mentioning about it so they covered for it Also we paid the breakfast the day we checked in and every morning we had to wait at the restaurant because they didnt see our reservation,Romania,8.8,5,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 2 nights ']",17 days
